DATETIME_OCCURRED,INC_ID,VEHICLE_ID,ROUTE,DELAY_MINUTES,SYMP_SYMPTOM,DESCRIPTION
11/18/2017 4:23:00 PM,2345528,6063,169L,19,0022,CHK ENG AND LOW COOLANT LIGHT AND ALARM AND TEMP LIGHT ON //TOLD OP TO STOP BUS AND WAIT FOR TRADE // CALLED MLX 9 TO TRADE AND EM RR TO GET TRUCK ON WAY // CURTAILED TRIP// RAN LA
11/18/2017 2:54:00 PM,2345477,6020,0,33,0030,REAR DOOR WONT CLOSE /HAD OP CHK FOR OBSTRUCTIONS AND PUMP AIR OUT OF BRAKE SYSTEM AND REBUILD //NO CHANGE //WILL TRADE //CALLED TRUCK TO MEET BUS//CURTAILED TRIP TO 323TP//
11/17/2017 5:55:00 PM,2345125,9348,83,25,0040,STREETSIDE WIPER BLADE FELL OFF/MLX7 TRADE/TRUCK MEET
11/17/2017 1:21:00 PM,2344977,LRV231,101,5,3114,DOOR 1ý LRV231 HAD TO BE LOCKED OUT.   CAB A
11/17/2017 9:34:00 AM,2344881,5162,12,37,0160,FLAT TIRE; -37 MIN
11/17/2017 7:01:00 AM,2344867,1515,122X,45,0022,ENGINE OVERHEATING. ENGINE STOPPED ONCE. BUS ST WAGON RD PNR. TRUCK SENT. BUS SENT BACK TO GARAGEý TRIP LOST 0720--0755. LOSS 45 MINUTES.
11/17/2017 6:33:00 AM,2344865,3969,483,93,0610,BUS DIED; DROPPED 1.5 TRIPS; -104 MIN
11/17/2017 6:30:00 AM,2344786,LRV131,101,3,3100,TCU FAULTS RESTRICTED BRAKES DRAGGING. TOOK OUT OF SERVICE AT 10TH/OSAGE. 131 WITH WHITE LIGHT.   CAB A
11/16/2017 8:31:00 PM,2344564,3643,FF,18,1015,ST LIFT STUCKýBUS SENT TO THE GARAGE
11/16/2017 10:59:00 PM,2344561,6021,16,16,0024,ST HORN WONT SHUT OFFýMLX/11 WILL RUN THE 11:23 TRIP WB AND SWAP SEATS WITH OPERATOR
11/16/2017 5:36:00 PM,2344525,5178,10,41,0022,NO CHARGE
11/16/2017 3:35:00 PM,2344456,6215,10,90,0625,LOW OIL/LEAK SPRAYING INSIDE COMPARTMENT/33 6TH PEORIA FT TRUCK MEET/ST BIG LEAK
11/16/2017 3:52:00 PM,2344421,LRV253,101,4,3100,A. TRK BRAK LOCK UP WITH FRICT BRAKE FAULT. KEY DOWN / UP CLEARED. ASLO HAPPENED A TRIP EARLIER SB AT LOUISANA. LOUIS FAULT TRAIN WAS 10 FEET FROM HIGH BLK. AND CLINE HAPPENED LEAV
11/16/2017 1:34:00 PM,2344326,LRV202,101,6,3100,CTR LRV FRICT BRK B-TRK. LONG KEY DWN / UP DID NOT CLEAR. PUT IN BY-PASS. TRADE WITH MARIP LRX   CAB B
11/16/2017 8:19:00 AM,2344215,5084,40,63,0505,NO START -63 MINS
11/16/2017 4:41:00 AM,2344044,6210,38,43,0022,WARNING LIGHT -43 MINS LOW COOLANT
11/15/2017 6:15:00 PM,2343907,9385,15L,62,0160,ST/RIGHT REAR DUAL BLOWNý
11/15/2017 4:59:00 PM,2343895,5074,10,36,0022,CHECK AND STOP ENGINE LIGHT; BUS DIED; -36 MIN
11/15/2017 5:18:00 PM,2343847,5021,51,27,0125,FRONT END LOW; -27 MIN
11/15/2017 4:49:00 PM,2343835,3615,FF,57,0046,ADA DOOR WILL NOT CLOSE /FOLLOWER 3725 ACCMD PAX /1704/PL RR T317/DUS /NEEDS REPAIR TO BO /OFF
11/15/2017 5:36:00 PM,2343830,LRV147,101,5,3138,TCU FAULTS WITH BRAKE LOCK UP. ATS INTO BYPASS TRAIN MOVING. AGAIN AT OXFORD. DUMPED TRAIN AT ENGLEWOOD TO ELATI. FILLED SPACE MARIP LRX   CAB B
11/15/2017 4:14:00 PM,2343790,6242,15,69,0024,HORN HONKS ANYTIME. OP BRING BUS TO BACK DOOR ON LAYOVER. OP CONTINUE. TRADE AT BACK DOOR. OP RE-SPACED TO DUS 1816. LOSS 69 MINUTES.
11/15/2017 3:28:00 PM,2343780,LRV294,101,2,3100,LRV294 C-TRUCKý FRICTN BRK FAULT. BROUGHT TR35 TO STOP AT BELLV. KEY OUT/IN CLEARED. FAULT CAME BACK AT DRY CRK. KEY OUT/IN CLEAR. CUT AT LINC TAIL. ADDED LRV FOR TR66 PM ADD TO CO
11/15/2017 7:09:00 AM,2343590,6213,157,60,0160,FLAT TIRE; DROPPED 2 TRIPS; -39 MIN
11/14/2017 6:32:00 PM,2343262,5020,29,15,0022,WARNING LIGHTS - LOW FLIUD -15 MINS
11/14/2017 4:24:00 PM,2343204,6093,3,29,0405,COOLANT LEAK // CALLED T TRUCK 316 TO CK OUT //SENT MLX 5 TO RUN SPACE FROM ALAMEDA SHERIDAN EB AT 455P CURTAILED TRIP/ ASSIGNED ROUTE //WILLL RUN SPACE BACK TO ALLISON VIRGINIA AT
11/14/2017 4:36:00 PM,2343170,LRV259,101,4,3100,A-TRUCK LOCKED UP PULLING INTO STA. KEY DWN / UP CLEARED. #525 BDW REPORTS NO OIL LEAK MINOR FLATS ON A-TRUCK.   CAB A
11/14/2017 2:02:00 PM,2343105,5146,40,56,0505,NO START -56 MINS
11/14/2017 2:42:00 PM,2343100,1802,FMR,5,0405,STARTER DUS CALLED TO HAVE BUS PULLOUT TO CCS AND START AT HIS LEAVE TIME FROM THERE /
11/14/2017 11:59:00 AM,2343067,6225,SKIP,66,0160,CURB SIDE IS DUAL FLATT/ST/BO RR TRK/RESP 128PM
11/14/2017 7:04:00 AM,2342939,5115,50,36,0160,TIRE FLAT -36 MINS
11/14/2017 3:51:00 AM,2342882,6279,105,56,0022,CHECK ENGINE LIGHT WITH AUDIBLE ALARM THAT KEEPS GOING OFF PERIODICALLY. T-TRUCK TO MEET BUS BUS WAS RE-SPACED TO ULSTER AND TUFTS AT 5:37
11/14/2017 4:31:00 AM,2342813,6039,16,8,0505,NO START/ RESPACE TO SHERIDAN/ RUN LATE FROM THAT LOCATION
11/13/2017 5:49:00 PM,2342690,5083,120,30,0610,BUS DIED; -30 MIN
11/13/2017 6:24:00 PM,2342678,3925,46,78,0610,BUS DIED; -78 MIN
11/13/2017 4:15:00 PM,2342573,6292,133,39,0012,MY DRIVER`S SEAT IS WET/ I AM SOILED AND SMELL BAD/ HEAD BACK TO DIVISION/ CONTACT EAST/ WILL WORK ON GETTING A DRIVER TO TAKE OVER ROUTE/AT AURORA METRO STATION/ AT 4:50 PM
11/13/2017 2:44:00 PM,2342561,5082,8,100,0505,NO START; -100 MIN
11/13/2017 2:34:00 PM,2342540,3905,327,33,0210,WONT` GO INTO GEAR; SERVICE TRUCK; -33 MIN
11/13/2017 2:16:00 PM,2342531,3925,46,107,0022,STOP ENGINE LIGHT; DIED; -107 MIN
11/13/2017 12:13:00 PM,2342473,6249,43,51,0505,BUS BACK TO PLATTE; STARTER RELAY NOT WORKING; RELIEF OPERATOR WILL PULL OUT ANOTHER BUS & START THE RUN
11/13/2017 9:18:00 AM,2342360,5127,51,24,0160,FLAT TIRE; -24 MIN
11/13/2017 7:08:00 AM,2342337,2080,16L,22,0160,DRIVER SIDE REAR DUAL IS LOW EAST METRO MECHANIC WILL CHECK BUS AT AURORA METRO STATION. TIRE WAS COMPLETELY FLAT AND WOULD NOT HOLD AIR. BUS WAS TRADED BY EAST METRO MECHANICSý AN
11/13/2017 6:13:00 AM,2342281,6186,32,34,0610,COOLANT LIGHT; BUS DIES; TRADE; -34 MIN
11/13/2017 4:59:00 AM,2342222,9380,15L,8,0505,NO STARTý DELAYED PULLOUTý RUN TRIP LATE FROM BEGINNING TERMINAL
11/13/2017 4:37:00 AM,2342215,6295,16,16,0505,OPERATOR IS JUST PULLING OUT AT 437A. HE STATED THIS BUS WAS A NO STARTý AND HAD TO BE JUMPEDý RESPACE TO DECATUR STATION 449A/ PULLOUT 23 MIN LATE
11/12/2017 7:27:00 PM,2342099,6309,15,53,0525,COULDN?T GET LIGHTS TO OP ON BUS //RR COULDN?T FIX //TRADED// CANCELLED TRIP AT 707
11/12/2017 6:05:00 PM,2342096,LRV206,101,15,3100,OPERATOR REPORTED FRICTION BRAKE A-TRUCKý LONG KEY OUT/UP DIDN`T CLEARý HAD OPERATOR CUT OUT A VIA ROTARY DID NOT CLEARý HAD OPERATOR CUT OUT ALL TRUCKS ON LRV. VERIFIED NOT DRAGGI
11/12/2017 11:32:00 AM,2341953,LRV221,101,10,3100,FRICTION BRAKE FAULTý LRV221. HAD TO CUT OUT BOTH A&C TRUCKS. TRADING WITH LRX. 20 AT FLORIDA.   CAB A
11/12/2017 1:01:00 AM,2341797,6123,16,119,0635,EXHAUST INSIDE THE BUS; SENT MECHANIC; IT WAS SMOKE FROM THE WEBASTO HEATER; THE FOLLOWER CAME SO 6123 PULLED INTO THE GARAGE
11/11/2017 9:30:00 PM,2341756,6275,15,21,0047,WILL TRADE//OP REFUSED TO CONTINUE
11/11/2017 3:26:00 PM,2341660,3810-R-2000,324,9,0305,ST/ 50 PSI/ LOST AIR PRESSUREý RESET BY SHUTTING DOWN AND RESTARTING TO FTL
11/11/2017 11:45:00 AM,2341587,5072,10,89,0210,BRAKES PULLING & GRABBING; -89 MIN
11/11/2017 6:25:00 AM,2341453,6127,11,105,0610,BUS DIED; TRADE; -105 MIN
11/10/2017 9:54:00 PM,2341300,1528,AT,30,0160,BLOWN CURBSIDE OUTER DUAL/EM BRING TRADE/PL FIXED
11/10/2017 9:13:00 PM,2341292,3917,27,36,0505,NO START; -36 MIN
11/10/2017 6:54:00 PM,2341241,LRV109,103,5,3138,NO PROPULSION ATS IN BYPASS. PROPULSION GOT A TCU FAULT SWAPPED WITH 11 IN DUS TAIL   CAB A
11/10/2017 4:17:00 PM,2341164,LRV247,101,15,3131,OPERATOR REPORTED B-CLASS APS INVERTER FAULT. ADVISED TO DROP PASSENGERS AT 10TH AND OSAGE TRADED OUT CONSIST AT MARIPOSA. DELAY WOULD HAVE BEEN 9 MINUTES TRAIN 62ý DUE TO PD DELAY
11/10/2017 3:50:00 PM,2341162,LRV147,103,4,3138,TCU FAULT ON 147 TRAILING CAR. SWITCHED ENDS AT DUT. TCU ACTIVE. CUT LRV TO SIDE TRK DUT. NORMAL CUT.   CAB A
11/10/2017 4:01:00 PM,2341155,9397,122X,17,0405,RADIATOR LEAK/BACK DOOR FIXED/RESPACE TO 18H CALIF
11/10/2017 2:50:00 PM,2341095,3926,483,150,0160,FLAT TIRE; DROPPED 1.5 TRIPS; -150 MIN
11/10/2017 10:55:00 AM,2341021,9376,83,126,0610,THE ENGINE FAN FAULT LIGHT CAME ON FOLLOWED BY ENGINE SHUT DOWN. RE-SPACED TO 9MILE PNR LEAVE TIME 13:24.
11/10/2017 8:19:00 AM,2340944,6039,0,33,0014,STREET SIDE FRONT SEAT IS WET ADV. CUSTODIANS TO MEET THE BUS. STARTER DID NOT WANT THE CUSTODIANS; SENT BUS TO PLATTE FOR TRD. RESP 938A
11/10/2017 6:57:00 AM,2340893,6195,6,15,0022,LOW COOLANT LIGHT; -15 MIN
11/10/2017 5:09:00 AM,2340850,3924,483,13,0038,CURB MIRROR.IS LOOSE. ST LIN/JORDAN PNR. TD. RESP 540AM
11/10/2017 3:30:00 AM,2340769,6321,43,10,0024,HORN NOT WORKING
11/9/2017 6:16:00 PM,2340626,3917,483,63,0505,NO START AT TERMINAL PAX ACCOMMODATED BY FOLLOWER. TD SENDING TRUCK. LOST TRIP 1812--1915 63 MINUTES.
11/9/2017 4:39:00 PM,2340599,5079,12,90,0022,NO CHARGE LIGHT -90 MINS 1 TRIP
11/9/2017 3:47:00 PM,2340541,9354,122X,7,0038,CANT CONTINUE SAFELY HAS PANEL COMING OPEN ON SIDE OF BUS //CALLED T TRUCK TO MEET AT THORTON PNR ///NOT SAFE TO CONTINUE//NOT OUT THERE CHANGING SHIFTS//CALLED PLATTE RR //CALLED
11/9/2017 4:40:00 PM,2340539,1550,CV,17,1005,LIFT BAD/BACK DOOR TRADE/CCS NOTIFIED
11/9/2017 2:34:00 PM,2340458,LRV259,101,1,3131,OP. REPORTS GFI TRIPPED.   CAB A
11/9/2017 2:13:00 PM,2340455,3910,92,20,1005,LATE DUE TO LIFT ISSUE
11/9/2017 11:57:00 AM,2340391,LRV303,101,3,3132,B-CLASS PRULP FAULT. OP. SAYS TRN UNDER BRAKE MODEý FELT BRAKE LOCK UP W/ BCU FOLLOWED WITH PRULP FAULT. KEY DWN / UP CLEARED.   CAB A
11/9/2017 11:24:00 AM,2340383,1513,BOLT,11,1105,SIGN DARK/BO RR/GIVEN CARDBOARD SIGN 2 RTS /OPP TO WRITE UP
11/9/2017 9:31:00 AM,2340350,3969,27,36,0022,BUS SHUT DOWN WITH A LOW OILý AND NO CHARGE LIGHT ON. LOOP BUS 5125 TAKING OVER TRIP AT ENGLEWOOD STATION AT 10:07AM
11/9/2017 9:36:00 AM,2340345,6312,15,21,0047,S/T. RESP-1012AM
11/9/2017 7:04:00 AM,2340285,9380,15L,8,0305,OPERATOR HAD TROUBLE BUILDING AIR PRESSUREý RUN TRIP LATE
11/9/2017 4:53:00 AM,2340225,6069,15,53,0205,ST/ BRAKES ARE NOT STOPPING THE BUS/ PAX TO FOLLOWER/ PLUS 15L 9385/ MLX 18 SENT TO TRADE/ RESPACE TO COLO 601A EB
11/8/2017 7:59:00 PM,2340003,6257,169,33,0160,CURBSIDE OUTER DUAL FLAT // CALLED RR EM TO TAKE BUS OUT TO TRADE //RAN LATE
11/8/2017 6:30:00 PM,2339970,3925,27,15,0505,NO START; -15 MIN
11/8/2017 4:12:00 PM,2339964,2299,44,56,0160,RR OS DUAL FLAT/PL RR /TRK /MLX 78 TRADE/1700 RESP TO RELF//DROP OFF ONLY 1745/CALL
11/8/2017 4:23:00 PM,2339955,9363,120X,50,0022,WARNING LIGHTS ARE STILL GOING OFF/ CALLED PLT RUNNING REPAIR THEY WILL MEET THE BUS AT DUS; SENT THE BUS TO PLATTE TO GET ANOTHER BUS
11/8/2017 5:35:00 PM,2339914,6051,48,5,0047,HOT LUNCH/PL TRADE AT PL STOP
11/8/2017 5:11:00 PM,2339909,1546,116X,21,0022,HIGH EXHAUST TEMP LIGHT IS ON. OPERATOR ADVISED. SS59 WING ASSISTED THE OPERATOR AT 14TH AND BROADWAY. SEE DVIR.
11/8/2017 4:19:00 PM,2339868,6035,21,8,0001,SPILL IN ADA AREA/BACK DOOR FOR MOPPING/P O 1635
11/8/2017 5:04:00 PM,2339865,LRV128,101,7,3138,LRV128 RECURRING TCU FAULTSý NOT RESTRý COASTING FREELY. KEY OUT/IN CLEARED BUT CAME BACK. ALSOý NO HEAT IN LRV130A   CAB A
11/8/2017 2:10:00 PM,2339838,5190,40,41,0022,CHECK ENGINEý STOP ENGINE AND LOW COOLANT LIGHTS; DROPPED 1 TRIP; -41 MIN
11/8/2017 4:06:00 PM,2339834,6263,169,52,0160,CS REAR OUTSIDE DUAL TIRE IS FLAT AND HAS A GASH IN IT. PASSENGERS ACCOMMODATED BY THE ON FOLLOWER. EM NOTIFIED AND STATED PLATTE WOULD NEED TO HELP. T306 RESPONDING. MLX 15 TRADED
11/8/2017 3:48:00 PM,2339822,6272,15,22,0030,HAD OP PUMP AIR OUT OF SYSTEM AND DOOR WORKING NOW .// INTERLINED TO END TERMINAL // CURTAILED TRIP
11/8/2017 3:05:00 PM,2339805,LRV268,101,10,3132,PROP FAULTS ON LRV`S 268-310 & DYNAMIC BRK FAULT. KEY OUT/IN DIDN`T CLEAR. RECURRING FAULTS ALL DAY. USUALLY CLEAR W/ KEY OUT/IN. OOS AT OSAGE INTO MARIP. FILL SPC SB FROM MARIP.
11/8/2017 1:36:00 PM,2339759,1656,MALL,31,0034,OPERATOR STATED THE DRIVER`S DOOR WON`T OPEN/ BACKDOOR/ PULLED OUT/ LATE TO TERMINAL
11/8/2017 12:56:00 PM,2339749,3964,324,16,0510,NO CHARGE; CHECK AND STOP ENGINE LIGHTS; DROPPED 1 TRIP; -15 MIN
11/8/2017 10:42:00 AM,2339746,5107,31,25,0505,NO START; -25 MIN
11/8/2017 11:29:00 AM,2339744,5051,31,20,0160,FLAT TIRE; DROPPED 1 TRIP; -23 MIN
11/8/2017 8:49:00 AM,2339666,5164,10,11,1020,RAMP NOT STOWING. ADA OK. FT. ST
11/8/2017 4:40:00 AM,2339553,6034,21,9,0022,CHECK ENGINE AND MIL LIGHT/ AT THE BACKDOOR
11/7/2017 7:42:00 PM,2339355,6130,31,5,0160,THE CURB SIDE REAR TIRE IS FLAT. 5122 ON SPACE FROM DECATUR STN.
11/7/2017 5:52:00 PM,2339322,5084,10,9,0160,FLAT CURBSIDE OUTER DUAL/FT TRADE/RESPACE TO ELITCHES
11/7/2017 2:15:00 PM,2339225,5257,59,23,0012,SEATBELT NEEDED TO BE REPLACED - PULL OUT DELAY -23 MINS
11/7/2017 2:03:00 PM,2339220,5257,59,23,0012,SEATBELT NOT WORKING. RNSP LATE
11/7/2017 11:09:00 AM,2339112,6312,15,2,0002,HAD RR PUT COVER OVER SILENT ALARM BUTTON LATE 2 MINUTES
11/7/2017 8:04:00 AM,2339075,9382,83,18,0305,DOORS ARE NOT WORKING PROPERLY. AIR PRESSURE PROBLEMS AND THE BUS IS NOT MOVING. OPERATOR GOT THE BUS MOVING AGAIN. EM NOTIFIED. T287 RESPONDING. MLX 3 TRADING OUT BUS. OPERATOR ST
11/7/2017 8:11:00 AM,2339034,LRV149,101,6,3138,TCU FAULTS AT RESTRICTEDý MISSED 8:03 TRIP FROM MINERAL TO DOWNTOWN LOOP.   CAB A
11/7/2017 6:57:00 AM,2339004,3972,27,20,1030,RAMP LIGHT KEEPS COMING ON PDM
11/7/2017 5:29:00 AM,2338970,6331,3,25,0022, HAVE A BZR AND WARNING LIGHT; S27 TROB MOD 1 FLVPNL. FIRE SUPPRESSION LIGHT.
11/7/2017 3:58:00 AM,2338937,3935,483,35,0022,WARNING LIGHT -35 MINS
11/6/2017 6:02:00 PM,2338738,5103,20,56,0022,BUS SHUT DOWN; STOP ENGINE; TRADE; -56 MIN
11/6/2017 4:08:00 PM,2338700,6166,72,110,0160,FLAT TIRE; RESPACE; -110 MIN
11/6/2017 4:21:00 PM,2338672,5036,76,73,0310,AIR LEAK; TRADE; -73 MIN
11/6/2017 3:20:00 PM,2338639,LRV139,107,9,3138,OPERATOR REPORTED TCU FAULT JERKY MOTION BREAKING AND ACCELERATING AT RESTRICTEDý VERIFIED NOT DRAGGINGý OPERATOR ADVISED NO WHITE LIGHT. KEY OUT/UP DID NOT CLEAR SECOND VERIFICATI
11/6/2017 1:18:00 PM,2338563,1402,21,10,0004,SMELL OF BURNING WIRES IN THE BUS;
11/6/2017 9:53:00 AM,2338521,6305,169,60,0047,HOT LUNCH ON THE BUS TRADE WITH LOOP
11/6/2017 6:47:00 AM,2338444,1633-R-2001,MALL,124,0610,BUS DISPLAYED LOW VOLTAGE LIGHT BEFORE SHUTTING DOWN ON OPERATOR. MECHANIC SAID HE HAS A BAD COOLANT TEMP SENSOR AND NEEDS TO GO BACK TO THE GARAGE. NO TRADE AVAILBLE
11/6/2017 6:31:00 AM,2338377,3941,157,38,0505,NO START; TRADE; -38 MIN
11/6/2017 6:07:00 AM,2338354,3649,FF,9,0014,SEATS IN THE SECUREMENT AREA/ OPERATOR NEEDED ASSISTANCE FROM A MECHANIC/ PULLING OUT LATE/ S44
11/5/2017 9:06:00 PM,2338178,6154,31,5,0030,COULDN?T GET REAR DOOR CLOSED// PUMPED OUT AIR SYSTEM AND RESTART //WORKS NOW
11/5/2017 4:32:00 PM,2338159,6225,SKIP,52,0225,THE PARKING BRAKE HANDLE CAME OFF.
11/5/2017 4:28:00 PM,2338158,6246,6,36,1350,THE STOP AND CHECK ENGINEý AND COOLANT LIGHT IS ON. THE ENGINE IS ALSO STALLING OUT.
11/5/2017 2:17:00 PM,2338103,5131,14,64,0160,FLAT TIRE; -64 MIN
11/5/2017 12:40:00 PM,2338046,9375,15L,1,1350,LOW COOLANT/BUS HAS SHUT ITSELF OFF TWICE/ST/T317/BUS WAS DRIVEN TO PLATTE FOR A TRADE/NO MLX AVAILABLE/T/RESP CFX I225 WB
11/4/2017 7:46:00 PM,2337884,6143,31,15,0160,FLAT TIRE; -15 MIN
11/4/2017 10:16:00 PM,2337882,5127,31,15,1105,DESTINATION SIGN PROGRM BOX IS LOOSE; -15 MIN
11/4/2017 5:01:00 PM,2337827,6132,51,34,0610,ENGINE DIES; LOOP ON SPACE; -34 MIN
11/4/2017 11:12:00 AM,2337667,6159,52,8,0705,I AM NOT ABLE TO GET BUS IN GEAR/ CONTACT BUS 5106 / CCLX/ TO ASSIST
11/4/2017 8:53:00 AM,2337608,LRV289,103,6,3100,LRV 289B FRICT BRK FAULTý TRAIN WOULD NOT MOVE HAD TO CUT OUT B TRK. BOTH BLUE AND WHT LIGHTS ON LRV.   CAB B
11/3/2017 8:36:00 PM,2337381,LRV268,101,10,3100,OPERATOR REPORTED FRICTION BRAKE C-TRUCKý KEY OUT/IN DID NOT CLEAR. OPERATOR ADVISED TO CUT A/B/C TRUCKS IN FAULT LRVý CONFIRMED NOT DRAGGINGý DE-BOARD AT AURARIA EASTý PULLED INTO
11/3/2017 5:26:00 PM,2337327,1545,CV,13,0160,PASSENGER SIDE INSIDE DUAL HAS A CHUNK OF TREAD MISSING.OPERATOR RAN THE LAST TRIP 13 MINUTES LATE.
11/3/2017 3:33:00 PM,2337259,9375,3L,15,0505,NO START/BACK DOOR TRADE/P O 15 LATE
11/3/2017 3:07:00 PM,2337216,1660,MALL,1527,0030,ST DUS BOUND AT COURTý DOOR NUMBER 1 WON`T CLOSEýOPERATOR WAS ABLE TO GET THE DOOR CLOSED AND WILL MEET THE TRUCK AT DUS.
11/3/2017 12:41:00 PM,2337174,6091,105,12,0405,WILL HAVE T TRUCK MEET //CALLED EM // WILL MEET AT HAVANA MISS AT 109P//T TRUCK OP THERE // FILLING UP COOLANT //CLEAR
11/3/2017 11:54:00 AM,2337117,6141,100,54,0705,BUS WOULD NOT STAY IN GEAR; -54 MIN
11/3/2017 11:26:00 AM,2337067,LRV266,101,1,3107,OP. REPORTS PAX BOARDED WRONG TRAIN DUE TO SIDE DEST SIGN BEING DIM/ MISSING LED`S.   CAB A
11/3/2017 11:04:00 AM,2337060,1667,MALL,79,0510,BATTERY IS AT 19 PERCENT. OK TO PULL BUS INTO GARAGE NO TRADE. LOSS 79 MINUTESý
11/3/2017 7:05:00 AM,2336991,5257,51,65,0022,NO CHARGE & LOW VOLT LIGHTS; -65 MIN
11/3/2017 7:42:00 AM,2336989,5123,29,18,0160,FLAT TIRE; -18 MIN
11/3/2017 5:10:00 AM,2336893,LRV308,101,15,3100,HAD TO CUT OUT THE A AND B TRUCKS ON LRV 308ý ALSO THE ATS TO GET IT TO MOVE. WILL TRADE OUT CONSIST.   CAB B
11/2/2017 5:20:00 PM,2336661,3945,128,80,0038,SOMETHING BROKE UNDER CURBSIDE FRONT
11/2/2017 4:04:00 PM,2336640,5178,40,85,0022,LOW COOLANT -85 MINS
11/2/2017 4:02:00 PM,2336601,3627,FF,46,1005,LIFT STOPPED BEFORE REACHING THE GROUND/PAX ON LIFT/PAX ACCOM BY FOLLOWER/FOLLOWER OP HELPED GET PAX OFF LIFT AND LIFT IS STOWED/WAIT FOR TRUCK/TRIP CANCELLED/TRUCK FIXED/RESPACE T
11/2/2017 10:12:00 AM,2336476,9389,15L,34,0610,ST /STOP ENGN /NO LEAKS ECT/T316/TRADE TO EM
11/2/2017 10:43:00 AM,2336460,5252,32,10,0610,S/T STOP ENGINE LIGHT CAME ON AND THE BUS DIED/ OPERATOR CHECKED FOR LEAKSý NOTHINGý RESTARTED AND THE STOP ENGINE LIGHT CAME BACK ON/ TO FTCC/ CCLX SENT
11/2/2017 9:30:00 AM,2336413,LRV143,107,10,3138,WHT LIGHT IN LRV-143. TRN @ REST SPD. GOT TO ORCHARD THEN BRAKE LOCK UP. DRIVE BRAKE HANDLE TO DETENTý RELESED BRAKE. TRADE W/ 13TH LRX. ENTIRE TRIP AT REST SPEED.   CAB B
11/2/2017 5:56:00 AM,2336335,6221,DASH,53,0022,REGEN NEEDED STOP ENGINE AND MIL BOULDER MECHANIC NOTIFIED AND WILL SEND T-TRUCK. BUS TRADED AND RE-SPACED TO TABLE MESA PNR AT 7:05
11/2/2017 6:10:00 AM,2336305,LRV114,101,15,3131,LRV KEEPS SHUTTING DOWN. WHITE LIGHT ON LRV`S BUT NO ACTIVE FAULTS. LRV`S KEEPS SHUTTING DOWN. KEY OUT/UP EACH TIME AND ROLLS FREELY. OUT OF SERVICE TO ELATIý REPLACE OUT OF MARIPO
11/2/2017 5:50:00 AM,2336289,LRV132,107,10,3138,TR. 27 LRV 132 B. OP RPT TCU FAULTS AND BRAKES WOULD LOCK UPý WILL FILL OUT DEFECT SHEET. OP ALSO EXPERIENCED SAME FAULT ON LRV YESTERDAY.   CAB B
11/2/2017 4:36:00 AM,2336280,6012,38,33,0915,NO HEAT DRIVER`S AREA OR PAXý T-TRUCK TO MEET AT 21ST CHAMPA/ UNABLE TO REPAIRý NO MLX`S AVAILABLE/ DRIVE TO DIVISION FOR TRADE/ RESPACE TO 38TH FEDERAL 536A/ LATE
11/1/2017 6:20:00 PM,2336046,3643,FF,19,1005,LIFT GOES IN AND OUT BUT NOT UP AND DOWN/PAX STUCK ON BUS/OTHER ACCOM BY FOLLOWER/NEXT BUS NOTIFIED/TRUCK FIXED/RESPACE DUS 1900
11/1/2017 3:59:00 PM,2336027,1519,GS,25,0028,FRONT DOOR WONT STAY CLOSED / T-317 WILL MEET OP / OP WILL WRITE UP IN DOT BOOK / OP WILL RUN RTE LATE
11/1/2017 4:55:00 PM,2335969,3635,FF,10,0038,CONSTRUCTION SIGN BLOWN INTO ROAD HIT BUS DOOR/S25 ON SCENE 1658/PAX ACCOM BY FOLLOWER/OK TO CONTINUE/RESPACE TO BJDS ON TIME
11/1/2017 3:45:00 PM,2335932,3650,FF,19,1020,LIFT WOULD NOT STOW/19 MIN LATE/BACK DOOR FIX/CCS STARTER NOTIFIED
11/1/2017 3:37:00 PM,2335929,LRV289,103,5,3100,LRV 289 IS GETTING FRICTION BRAKE FAULTS HAD TO CUT OUT B TRUCK TRADED AT DUS   CAB A
11/1/2017 2:40:00 PM,2335924,LRV113,101,7,3114,DOOR 13 HAD TO BE CUT OUT WOULD NOT CLOSE   CAB A
11/1/2017 1:20:00 PM,2335877,LRV204,101,14,3100,B-CLASS PRULP FAULT WITH BLUE LIGHT ON B-TRK. MULITIPLE KEY DWN / UP. TO CLEAR FAULTS. TRADE WITH MARIP LRX.   CAB B
11/1/2017 12:17:00 PM,2335856,3918,483,22,0505,NO START; -22 MIN
11/1/2017 10:58:00 AM,2335825,9389,15L,46,0022,ST STOP ENGN /T316/GOT TO GO NEEDS TRADE TO EM RELF OPP PULLOUT BUS
11/1/2017 7:02:00 AM,2335682,LRV128,101,5,3132,TR. 6 LRV 128 B. OP RPT LOSS OF PROPULSION AND LITTLE TO NO PROPULSIONý COULD NOT IDENTIFY WHAT LRV HAS THE ISSUES.   CAB B
11/1/2017 5:30:00 AM,2335629,LRV139,101,5,3138,TCU FAULTS ENTERING BROADWAYý TRAIN AT RESTRICTED SPEED. LRV139A. PULLED CONSIST INTO MARIPOSAý REPLACED W/LRX.50.   CAB A
10/31/2017 7:45:00 PM,2335441,5260,15,19,0205,ST OPERATOR SAYS BRAKE IS NOT WORKING CORRECTLY HARD TO STOP BUS.OPERATOR SAID HE IS NOT ABLE TO DRIVE TO THE GARAGE FOR TRADE BUS.OPERATOR RESP TO COLFAX/PEORIA WB 8:19 PM.
