DATETIME_OCCURRED,INC_ID,VEHICLE_ID,ROUTE,DELAY_MINUTES,SYMP_SYMPTOM,DESCRIPTION
3/5/2018 5:32:00 PM,2401685,6022,12,11,0610,OP REPORTED THAT THE BUS ALMOST DIED
3/5/2018 3:43:00 PM,2401642,1401,0,72,0645,ST FUEL LEAK IN GATE B-18 ý BUS SENT TO THE GARAGE.
3/5/2018 2:01:00 PM,2401617,6094,73,61,0022,LOW COOLANTý CHECK ENGINE LIGHT/ BUS SHUT DOWN /T287/ NO MLX/ T- TRUCK BUS WILL NEED TO BE TRADED/ RESPACED BELL STN 343PM
3/5/2018 10:02:00 AM,2401507,6162,52,28,0610,MIL LIGHT; CHECK ENGINE; LOW COOLANT; BUS DIED; -28 MIN
3/5/2018 11:35:00 AM,2401494,9406,15L,9,0028,UNABLE TO OPEN THE FRONT DOOR/ TOOK HANDLE OFF TO SECURE A OUTSIDE PANEL/ UNABLE TO PUT DOOR HANDLE BACK/ ALLIGN HANDLE ON RIGHT TO PLACE IT BACK ON/ COPY/ OK BACK IN SERVICE/ RUN
3/5/2018 7:11:00 AM,2401462,3911,403,73,0022,CHECK ENGINE LIGHT; SERVICE TRUCK; -73 MIN
3/5/2018 7:28:00 AM,2401391,5108,72,30,0160,FLAT TIRE; -30 MIN
3/4/2018 5:59:00 PM,2401194,6069,139,5,0022,LOW COOLANT LIGHT AND STOP ENG LIGHT ON /STALLED /CALLED MLX 83 TO TRADE
3/4/2018 12:27:00 PM,2401128,3923,27,50,0110,AIR BAG LOW; TIRE RUBBING ON BODY; -50 MIN
3/4/2018 10:07:00 AM,2401070,9318,15L,22,0022,HOT TRANS/ NO LEAKS/ WILL TRADE OUT/ NEW BUS TO RUN LATE
3/4/2018 8:22:00 AM,2401044,LRV234,101,5,3101,LRV 234 BCU FAULTS HAD TO CUT OUT C-TRK   CAB A
3/3/2018 6:15:00 PM,2400893,6238,SKIP,225,0225,ROLLER PIN ON PARK- BRAKE HANDLE CAME OUT. TRADE BUS
3/3/2018 5:48:00 AM,2400661,5091,76,21,0715,TRANS LEAK; TRADE; -21 MIN
3/3/2018 5:27:00 AM,2400653,6151,11,46,0520,INTERIOR LIGHTS NOT WORKING; TRADE; -46 MIN
3/2/2018 9:07:00 PM,2400501,6013,16,26,0022,CK ENG STOP ENG AND LOW COOLANT LIGHT ON STALLED OUT // SENT MLX 11 TO TRADE AND CALLED T 316 TO CK OUT /RESPACED TO COLFAX AND WADS 940TP EB // RADIATOR SEAM LEAKING // WILL TRY T
3/2/2018 4:57:00 PM,2400431,LRV285,101,7,3103,TWC NOT WORKINGý CIRCUIT BREAKER WOULD NOT FIX BURIED CAB.   CAB B
3/2/2018 3:26:00 PM,2400301,LRV307,101,1,3114,DOOR 14 ON LRV 307 HAD TO BE CUT OUT WOULD NOT CLOSE.   CAB A
3/2/2018 2:14:00 PM,2400287,6148,27,66,0205,SOFT BRAKES; -66 MIN
3/2/2018 2:40:00 PM,2400286,6257,42,29,1005,WC RAMP KEEP POPPING UP/ CAME BACK TO GARAGE/ TRADED RESPACED TO 316PM
3/2/2018 11:09:00 AM,2400255,5059,1,38,0705,TRANSMISSION KEEPS GOING OUT OF GEAR; -38 MIN
3/2/2018 12:09:00 PM,2400245,5238,88,56,0505,NO START; NO CHARGE LIGHT; DROPPED 1 TRIP; -56 MIN
3/2/2018 11:23:00 AM,2400218,6081,42,7,0705,WILL NOT GO INTO GEAR/3 MINUTE SHUT DOWN RESET OK
3/2/2018 9:50:00 AM,2400204,3912,27,82,0022,LOW COOLANT ALARM; DROPPED 1.5 TRIPS; -82 MIN
3/2/2018 5:28:00 AM,2400126,9393,0L,31,0022,HEATER FAULT LIGHTý CHECK ENGINE LIGHTý FAN LIGHT. T316 RESPONDED. OPERATOR SENT BACK TO PL FOR A BUS TRADE. PER PLATTE SIGN OUTý NO TRADE BUS AVAILABLE. OPERATOR ADVISED TO WAIT I
3/2/2018 5:33:00 AM,2400104,6154,100,126,0022,CHECKý REGEN AND STOP ENGINE LIGHTS; AUDIBLE ALARM; DROPPED 1 TRIP; -137 MIN
3/2/2018 5:46:00 AM,2400087,6035,100L,59,0030,REAR DOOR ALARM SOUNDING. OPERATOR PULLED OVER. PER THE OPERATOR THERE IS NO DEBRIS OR DAMAGE TO THE DOOR. SS14 WELLS MET THE BUS AND CLEARED OPERATOR TO PULL IN TO PLATTE DIVISION
3/2/2018 6:33:00 AM,2400083,LRV130,103,5,3138,TCU FAULT. DRAGGING. WOULD NOT CLEAR WITH KEY OUT/UP. CUT AT AUR. WEST AND PULLED INTO MARIPOSA OUT OF SERVICE BY SUP.   CAB A
3/1/2018 10:20:00 PM,2399882,6027,43,23,0022,ST NO CHARGEýLOW COOLANTý ABS.OPERATOR WILL CONTINUE TRIP LATE.
3/1/2018 7:37:00 PM,2399865,6316,16,18,0022,LOW TRANS LIGHT /T 316 TO MEET 830 LINCOLN 16TH/TOPPED OFF FLUID //TOLD OP TO DH TO DECATUR STN CURTAILED TRIP //
3/1/2018 2:52:00 PM,2399704,9304,83,15,0047,ARRANGED TRADE
3/1/2018 11:12:00 AM,2399626,5245,28,53,0605,NO POWER; -53 MIN
3/1/2018 11:07:00 AM,2399559,3971,46,49,0038,CURBSIDE MIRROR LOOSE; DROPPED 1 TRIP; -49 MIN
3/1/2018 7:54:00 AM,2399465,LRV123,103,5,3114,123 DOOR 2 WAS LOCKED OUT WOULD NOT CLOSE UNLESS MAG LEVERS WERE PULLED.   CAB A
3/1/2018 6:26:00 AM,2399454,5156,28,108,0505,NO START; DROPPED 1 TRIP; -87 MIN
3/1/2018 5:18:00 AM,2399441,6162,28,85,0510,CHECK ENGINE AND LOW VOLTAGE LIGHT; DROPPED 1 TRIP; -78 MIN
3/1/2018 6:43:00 AM,2399438,LRV216,101,6,3128,OPERATOR CALLED WITH `NO LINE VOLTAGE CHECK PANO` FAULT. WHITE LIGHTS ON ALL LRV`S. KEY OUT/UP AND CLEARED. NEXT STATION WHITE LIGHTSý TCU/LVPS FAULT. KEPT MOVING. SHUT OFF INTERIO
3/1/2018 2:59:00 AM,2399381,6104,169,45,0022,CHECK ENGINE AND STOP ENGINE LIGHT BOTH CAME ON . BUS WAS PULLED OVER AND THERE IS NOTHING LEAKING FROM THE BACK. EAST METRO WAS NOTIFIED AND WILL SEND A MECHANIC WITH A TRADE BUS
2/28/2018 9:31:00 PM,2399229,5003,51,35,1020,LIFT WONT STOW -35 MINS
2/28/2018 3:50:00 PM,2399146,6030,65,39,0610,STOP ENGINE LIGHT ON FOLLOWED BY ENGINE SHUT DOWN. MLX BLOCK 6 ON SPACED FROM CENTRAL PARK PNR LEAVE TIME 16:25.
2/28/2018 4:35:00 PM,2399144,6143,30L,6,0520,NO INTERIOR LIGHTS // CALLED TD TO ADVISE
2/28/2018 2:27:00 PM,2399100,6301,65,46,0505,NO START/MLX5 TRADE/EM TRUCK/TRIP CANCELLED/RESPACE TO ULSTER TUFTS
2/28/2018 12:39:00 PM,2399011,5223,STMP,15,0610,ENGINE STALLS -15 MIN
2/28/2018 8:08:00 AM,2398994,5010,51,74,0160,FLAT TIRE -74 MINS
2/28/2018 11:27:00 AM,2398992,5128,100,44,0405,STOP ENGINE -44 MINS
2/28/2018 5:57:00 AM,2398916,9340,122X,60,0022,BUS HAS CHECK ENGINE LIGHTý STOP ENGINE LIGHT ALONG WITH A COOLANT LEAK ON. T-TRUCK NOTIFIED AND RESPONDING.
2/28/2018 6:39:00 AM,2398911,9379,83,78,0022,CHECK ENGINEý STOP ENGINE AND LOW COOLANT LIGHT HAVE COME ON. MLX 18 TRADED BUSES WITH THE LOOP EXTRA AND WILL TRY AND PICK UP HIS WB TRIP PICKED UP SPACE AT LEETSDALE AND HOLLY AT
2/27/2018 7:31:00 PM,2398648,LRV201,101,10,3114,LRV 201ý DRY CREEKý DRIVERS SIDE DOORS WOULD NOT OPEN. OPERATOR USED EMERGENCY PANEL TO ALLOW PASSENGERS TO DEBARK AND MOVE TO LEAD LRV. CONSIST TAKEN OUT OF SERVICE. CONTROL/OPERA
2/27/2018 2:29:00 PM,2398513,6014,16,64,0047,HOT LUNCH/MLX7 TRADE/TRIP CURTAILED/RESPACE TO DECATUR FED RLF TIME
2/27/2018 1:32:00 PM,2398497,5171,52,4,0022,RED SOOT LIGHT FT. TRADE DONE
2/27/2018 8:55:00 AM,2398374,6030,0,119,0610,ST/ STOP AND CHECK ENGINE/ PAX TO FOLLOWER 6044/ BUS WILL PULLINý NO BUS AVAILABLE
2/27/2018 7:16:00 AM,2398317,5053,208,32,0505,NO START -32 MINS
2/26/2018 3:54:00 PM,2397989,9402,15L,82,0610,ST BUS DIEDý STOP ENGINEý CHECK ENGINE LIGHT ON. BUS SENT TO MPLATTE.
2/26/2018 4:05:00 PM,2397956,LRV101,107,2,3138,TCU FAULT LRV101. COASTING FREELY. RESTRICTED SPEED. KEY OUT/IN DID NOT CLEAR. RUN TO PEORIA AND TRADE W/LRX.20   CAB A
2/26/2018 1:59:00 PM,2397915,5258,27,20,0160,FLAT TIRE; -20 MIN
2/26/2018 1:26:00 PM,2397879,LRV309,101,5,3138,LRV`S 309 & 257 BOTH HAD TO HAVE A-TRK CUT OUTý BOTH RECEIVING TCU AND FRICT. BRK FAULTS.   CAB A
2/26/2018 9:09:00 AM,2397792,6252,15,194,0022,CHECK ENGINE AND DIESEL EXH LIGHT/ NO MLX AVAIL/ RE-SPACED TO COLFAX/ONEIDA LEAVE TIME 13:20 AFTER TRADE.
2/26/2018 9:19:00 AM,2397783,6139,29,19,0640,EXHAUST SMELL; -19 MIN
2/26/2018 6:21:00 AM,2397766,5014,14,131,0505,NO START; MISSED ALL 3 TRIPS; -131 MIN
2/26/2018 7:18:00 AM,2397730,3970,33,40,0160,FLAT TIRE; SERVICE TRUCK; -40 MIN
2/26/2018 6:55:00 AM,2397728,3909,JUMP,21,0405,COOLANT LEAK; STOP ENGINE; -21 MIN
2/26/2018 7:18:00 AM,2397722,6303,15,5,0115,FRONT SUSPENSION NOISE
2/26/2018 5:46:00 AM,2397702,6315,48,19,0505,NO START. TO PLRR RESP 630
2/25/2018 8:15:00 PM,2397488,6211,20,11,0022,OP CALLED FOR A CHECK ENGINE LIGHT AND AN EMERGENCY CALL/DISREGARD EMERGENCY CALL
2/25/2018 9:43:00 PM,2397485,LRV320,101,3,3100,CUT OUT C TRUCK. FRICTION BRAKE FAULT WOULDN?T CLEAR. TRADED AT LINCOLN WITH OUT OF SERVICE TRAIN   CAB A
2/25/2018 8:23:00 PM,2397484,1552,AA,19,0022,STOP ENGINE LIGHT AND BUS SHUT DOWN // CALLED MLX 5 TO TRADE AT WAGON ROAD PNR//
2/25/2018 11:23:00 AM,2397349,3610,AB,45,0505,OP TO TRADE BUSES AND RUN LATE // MLX 4 INROUTE //CALLED EM TO SEND T TRUCK //TRADE MADE /MLX TO TAKE BACK TO EM AND GET ANOTHER BUS
2/24/2018 2:19:00 PM,2397081,6138,12,85,0160,FLAT TIRE; -85 MIN
2/24/2018 11:15:00 AM,2397028,3923,402L,56,0022,STOP ENGINE; LOW COOLANT; -56 MIN
2/24/2018 9:36:00 AM,2396977,3918,27,44,0022,LOW COOLANT; STOP ENGINE; -44 MIN
2/24/2018 9:00:00 AM,2396966,5018,204,15,1005,LIFT KEEPS POPPING UP; -15 MIN
2/24/2018 5:24:00 AM,2396960,5124,31,27,0160,RIGHT OUTSIDE DUAL IS FLAT; TDVMA ADVISED. LX TO START AT DECATUR STATION AT 551 AM. S/B
2/23/2018 3:13:00 PM,2396696,5094,16L,59,0610,ENGINE DIED; -59 MIN
2/23/2018 4:25:00 PM,2396666,6139,67,5,0022,BUS SHUT ITSELF DOWN/MIL LIGHT/LOW WATER/STOP ENGINE ETC/ST/TD/OP GOT IT RESTARTED AND CONTINUED
2/23/2018 4:08:00 PM,2396656,LRV301,101,1,3100,OP. REPORTED STRONG SMELL OF BRAKES. NO FAULTS TRAIN RAN NORMAL LAST TRIP. EARLY CUT AT LINC.   CAB A
2/23/2018 1:42:00 PM,2396595,LRV232,101,6,3138,LRV-232 SECOND FROM SOUTH LRVý TCU / REST SPDý COULD NOT CLEAR. TRADE W/ MARIP LRV.   CAB A
2/23/2018 9:52:00 AM,2396502,6097,73,57,0022,CHECK ENGUENý RE-GEN LIGHTS; E/M TO SEND TRADE.RE-SPACE TO ULSTER / TUFS ( 10:25 S.B TRIP TO BLVW STA. CANCELED)
2/23/2018 7:54:00 AM,2396483,5121,100,140,0505,NO START; DROPPED 1.5 TRIPS; -158 MIN
2/23/2018 8:55:00 AM,2396475,6054,228,30,0022,CHECK ENGINE AND LOW COOLANT LIGHTS; ENGINE SHUT DOWN; DROPPED 1 TRIP; -36 MIN
2/23/2018 8:29:00 AM,2396463,6296,43,21,0030,NOT CLOSING S/T. OPER WAS ABLE TO GET THE DOOR CLOSED.
2/23/2018 7:43:00 AM,2396447,6104,65,10,0022,CK ENGINE/REGEN NEEDED/MLX17 TRADE
2/23/2018 6:45:00 AM,2396421,5055,76,60,0160,FLAT TIRE; -60 MIN
2/23/2018 6:21:00 AM,2396414,3933,483,42,0505,NO START; -42 MIN
2/23/2018 6:00:00 AM,2396378,3646,FF,10,1020,LIFT WONT GO UP. NO ADA.
2/22/2018 7:09:00 PM,2396182,9325,72L,4,0160,REAR CURBSIDE TIRE FLAT. BUS ST. PL SENDING TRUCK. PAX ACCOMMODATED BY FRIEND. LOST 4
2/22/2018 6:07:00 PM,2396156,6062,65,50,0022,STOP ENGINEý WILL RESTART BUT WARNING AND ALARM TO SHUT DOWN. NEEDS A STAIONARY RE-GEN.? RESTART AND TO E/M AND OFF.
2/22/2018 6:17:00 PM,2396146,LRV115,109,8,3114,LRV 115 DOOR 11 WOULD NOT CLOSE HAD TO BE LOCKED OUT   CAB B
2/22/2018 7:25:00 PM,2396133,LRV139,101,10,3131,OPR SAID THE TRAIN DID NOT HAVE PROPULSION IT WOULD ONLY COAST. NO WHITE LIGHTS I HAD HIM PAN DOWN AND UP IT ALLOWED HIM TO MOVE BUT A RESTRICTED SPEED.   CAB A
2/22/2018 5:06:00 PM,2396073,6101,121,62,0022,CHECK ENGINEý MILý HIGH EXHAUST TEMP LIGHT ON. OPERATOR RE SPACED TO 9 MILE FOR THE 6:53 PM TRIP.
2/22/2018 3:48:00 PM,2396071,6274,42,110,1350,THE ENGINE DIED OUT. THE RELIEF OPERATOR WAS RE-SPACED TO PEORIA STN LEAVE TIME 18:27.
2/22/2018 3:37:00 PM,2395962,5170,10,20,0160,TIRE -20 MINS
2/22/2018 2:12:00 PM,2395958,9374,15L,156,0022,CHECK ENGINEý STOP ENGINEý LOW COOLANT LIGHT ALSO; TRUCK TO CHECK AND TOP OFF IF NECESSARY; BUS BACK TO E/M FOR TRADE. RESPACE TO DECATUR STATION 524PM.
2/22/2018 3:58:00 PM,2395936,LRV120,101,2,3132,OPR SAID THAT THE TRAIN WAS REALLY SLUGGISH I HAD THE SAME REPORT THE LAST TWO DAYS ON THE SAME LRV 120 IT IS ROLLING FREELY. OPR SAID THAT IT WILL NOT HIT 55MPH.   CAB A
2/22/2018 3:51:00 PM,2395935,LRV294,101,3,3132,OPR WAS GETTING TCU FAULTS THE TRAIN WOULD NOT MOVE. UNCOUPLED AND IT WOULD MOVE.   CAB A
2/22/2018 2:33:00 PM,2395914,5055,92,41,0160,FLAT TIRE -41 MINS
2/22/2018 11:01:00 AM,2395875,5259,100,18,0610,ENGINE DIED -18 MINS
2/22/2018 9:48:00 AM,2395774,3631,BOLT,24,0160,R CURBSIDE TIRE FLAT/BLDR RR TO TRADE BUS/RAN SPACE 24 MINUTES LATE
2/22/2018 9:08:00 AM,2395772,3721,FF,108,0160,STREET SIDE TAG TIRE IS FLAT. PLATTE TIRE TRUCK TO ASSIST /FIXED 1035/RESPACE TO US36 SHERIDAN 1055
2/22/2018 7:32:00 AM,2395723,6161,72,10,0160,CURBSIDE OUTER DUAL FLAT/CC/CCLX P U SP OLD TOWN 0742/TRIP CURTAILED
2/22/2018 7:03:00 AM,2395678,LRV206,101,10,3132,206 PROP FAULTS CAME TO HALT BRAKES GRAB ABLE TO LIMP TO MARIPOSA.   CAB A
2/22/2018 5:54:00 AM,2395669,3713,AB,19,0160,DRIVER SIDE TAG AXLE TIRE IS FLAT. FF-88 WILL TRADE BUS AND BOULDER MECHANICS NOTIFIED AND SENDING HELP BLOCK BEHIND HIM STOPPED AND ACCOMMODATED THE PASSENGERS. BUS WAS RE-SPACED
2/22/2018 5:34:00 AM,2395665,6101,133,36,0022,CHECK ENGINE LIGHT IS ON AND REGEN NEEDED LIGHT AS WELL. MECHANIC SAID BUS NEEDS TO BE TRADED. BUS WAS SENT BACK TO GARAGE AFTER ARRIVING AT AURORA METRO STATION AT 6:01 BUS WAS RE
2/22/2018 6:14:00 AM,2395656,5056,1,51,0310,AIR LEAK -51 MIN
2/22/2018 4:24:00 AM,2395503,9340,120X,8,0022,TRADE/ CHECK ENGINE LIGHT
2/21/2018 3:41:00 PM,2395395,5259,59,194,0610,BUS RAN OUT OF FUEL; DROPPED 4.5 TRIPS; -157 MIN
2/21/2018 2:49:00 PM,2395392,1553,EV,60,0605,VERY SLOW UPHILL/RESTART AT ASPEN PARK/STOP ENGINE/TRIP CANCELLED/PAX ACCOM BY FOLLOWER/MLX12 RUN LAST TRIP/1723 LIMPING TO GARAGE
2/21/2018 4:44:00 PM,2395372,LRV291,101,3,3119,LRV-291 DETERMINED TO HAVE FECAL ON TRAIN. CUT AT ALAMEDA TO MARIPOSA. WILL GET TO ELATI ASAP.   CAB A
2/21/2018 3:48:00 PM,2395352,LRV306,101,10,3138,LRV 306 HAD A TCU FAULT THE C TRK IS LOCKED UP HAD TO FILL TRIP FROM MARIPOSA   CAB A
2/21/2018 2:28:00 PM,2395346,6106,121,15,0038,OPERATOR UNABLE TO ADJUST MIRROR. TRUCK TO MEET A 9-MILE
2/21/2018 2:27:00 PM,2395332,9373,83,48,0001,STRONG CHEMICAL SMELL COMING FROM THE BACK OF THE BUSý TO AURORA FIREý (S-21) ON SCENE. RE-SPACE TO CIVIC CENTER STATION FOR 340 PM LEAVE TIME; CCS STARTER ADVISED
2/21/2018 1:14:00 PM,2395330,3607,FF,137,0505,NO START/T288 CANNOT START/BACK TO SHOP FOR LAPTOP/TRIPS CANCELLED/DUS NOTIFIED/DOES NOT NEED LOOP FOR RETURN TRIP/NEEDS TOW/NO LOOP AVAILABLE FOR NEXT TRIP/MAINT BRING BUS
2/21/2018 1:31:00 PM,2395313,5014,31,70,0160,TIRE SHOWING METAL CORDS; DROPPED 1 TRIP; -70 MIN
2/21/2018 11:36:00 AM,2395296,3926,27,38,0110,AIR BAGS OUT; -38 MIN
2/21/2018 7:27:00 AM,2395162,6049,0,85,0160,RIGHT REAR TIRE IS LOW T-TRUCK TO MEET BUS AT DUS. BUS WAS SENT BACK TO GARAGE AND MLX 18 WILL TRADE AT PLATTE BUS WAS RE-SPACED TO HIGHLANDS RANCH
2/21/2018 7:47:00 AM,2395143,5183,1,34,0210,BRAKES GRABBING; DROPPED 1 TRIP; -34 MIN
2/21/2018 6:50:00 AM,2395118,9323,0L,21,0705,BUS WOULD NOT GO INTO GEAR/SHUT DOWN AND RESTART OK/MISSED TRIP BUT BACK IN SERVICE
2/21/2018 6:23:00 AM,2395104,5056,157,15,0210,BRAKES GRABBING; -15 MIN
2/21/2018 4:34:00 AM,2395083,3934,403,150,0610,STOP ENGINE LIGHT; BUS SHUT DOWN; DROPPED 3 TRIPS; -150 MIN
2/21/2018 5:31:00 AM,2395075,1549,AA,12,1005,NO ADA; LIFT NOT WORKING. PLRR TRD BUS. RNSP LATE.
2/20/2018 8:34:00 PM,2394880,LRV213,101,1,3106,ATS PENALTY AS LEAVING NINE MILE STATION NB. 3RD TIME OPERATING FROM SAME LRV213A IN SAME LOCATION. NO RED SIGNALS OR MOW WORK IN AREA.   CAB A
2/20/2018 7:16:00 PM,2394857,LRV115,101,2,3138,TCU B FAULT WHITE LIGHTS ON BOTH LRV`S 155 AND 144 SPEED LIMIT 25MPH ROLLING FREELY DID NOT CLEAR WITH KEY OUT   CAB A
2/20/2018 5:38:00 PM,2394853,9333,122X,30,0022,STOP ENG / MIL / NO CHARGE LIGHTS ON / OP TO PLT / MLX ON SP 5:56P
2/20/2018 12:42:00 PM,2394823,6021,16L,35,1350,LOW COOLANT LIGHT. ENGINE SHUT DOWN. RE-SPACED TO 10TH/WASHINGTON.
2/20/2018 3:20:00 PM,2394784,3975,85,115,0022,WARNING LIGHT -115 MINS 3.5 TRIPS
2/20/2018 4:34:00 PM,2394781,1544,FF,15,0022,CHECK ENGINE LIGHT.
2/20/2018 4:24:00 PM,2394769,LRV226,101,2,3138,PRULP FAULT ALSO TCU SB INTO ALAMEDA. CLEARED WITH KEY DWN / UP. OP. WILL DO BEEF SHEET.   CAB B
2/20/2018 2:25:00 PM,2394755,3931,77,11,0105,AIR BAG PROBLEM TRADED //
2/20/2018 3:22:00 PM,2394742,1522,CV,14,0165,CHAINS LEFT ON FROM LAST NIGHT //TOLD OP TO GO TO RR TO GET HELP REMOVING //CALLED RR TO ASSIST //LATE PULLOUT
2/20/2018 2:03:00 PM,2394708,5118,76,59,0310,AIR LEAK -59 MINS
2/20/2018 10:51:00 AM,2394693,6120,14,20,0610,THE ENGINE DIED OUTý AND WONT RESTART. MLX BLOCKS 2 ON SPACE FROM I25 BDWY STN LEAVE TIME 11:24.
2/20/2018 2:35:00 PM,2394691,6249,1,39,0040,WASHER SYSTEM NOT WORKING/BACK DOOR TRADE/RESPACE TO 16TH STOUT 1508
2/20/2018 2:32:00 PM,2394686,1805,FMR,4,0022,MIL LIGHT ON. PLRR CLR TO RUN
2/20/2018 1:42:00 PM,2394663,6026,0,34,0022,STOP ENGINE/NO LEAKS/3 MIN SHUT DOWN NO GOOD/TRUCK FIXED/FOLLOWER IN STATION/RESPACE TO I25 BDWY
2/20/2018 12:31:00 PM,2394627,5063,10,35,0505,NO START -35 MINS
2/20/2018 6:08:00 AM,2394506,5011,51,25,0110,BUS LEANS -25 MINS
2/20/2018 7:29:00 AM,2394502,5061,76,106,0505,NO START -106MINS 1 TRIP
2/20/2018 6:18:00 AM,2394468,6201,120,167,0610,CHECK ENGINE - ENGINE STALLS -167 MINS1 TRIP
2/20/2018 8:27:00 AM,2394466,LRV306,101,20,3132,TR. 63 LRV 306 A. OP RPT MCB FAULTS AND TRAIN WILL NOT MOVE MULTIPLE TIMES OP HAD TO KEY OUT AND KEY IN TO MOVE   CAB A
2/20/2018 5:42:00 AM,2394404,6011,1,65,0505,BUS WILL NOT START MECHANIC WAS NOTIFIED BUS WAS FIXED AND RE-SPACED TO BIRCH AND VIRGINIA
2/20/2018 4:53:00 AM,2394387,6013,12,14,0505,NO START PER OPERATOR/ TRADED AND WILL RUN TRIP LATE
2/19/2018 4:32:00 PM,2394138,3617,FF,71,0305,THE AIR PRESSURE DROPPED DOWN TO 50 PSI. T288.
2/19/2018 4:02:00 PM,2394113,5220,225,17,0305,LOW AIR PRESSURE; -17 MIN
2/19/2018 4:12:00 PM,2394088,3645,RX,10,1020,STANDING BY WITH RUNNING REPAIR TO GET THE LIFT TO STOW.
2/19/2018 4:31:00 PM,2394086,3645,RX,10,1005,LIFT WONT OP //RR TOLD OP TO TAKE BUS NBA FOR TRADE //
2/19/2018 3:47:00 PM,2394069,3617,FF,20,0305,///BUS WONT HOLD AIR PRESSURE //LATE PULL OUT AND TOLD OP TO DH TO BOULDER STN //CURTAILED TRIP
2/19/2018 2:09:00 PM,2394031,9311,15L,4,0022,PULLED OUT 4 MIN LATE // ROCKHOLD CALLED WITH TRADE INFO
2/19/2018 7:42:00 AM,2393974,3617,FF,14,0305,LOW AIR PRESSURE AFTER TURNING INTO GATE 9 AT CCS. T317 RESPONDED. BUS TRADED OUT WITH A PULL-IN BUS AND TAKEN TO PLATTE DIVISION. SEE DVIR.
2/19/2018 6:37:00 AM,2393973,5238,16L,54,0505,NO START; -54 MIN
2/19/2018 9:51:00 AM,2393961,6291,21,55,0022,LOW COOLANT LIGHT ON. EVENTUALLY THE STOP AND CHECK ENGINE LIGHT CAME ON AS WELL. MLX BLOCK 10 BUS # 5260 ON SPACE FROM EVANS STN LEAVE TIME 10:32.
2/19/2018 7:06:00 AM,2393867,9366,3L,32,0405,CK ENG; LOW COOLANT; BZR.ADV. LEAKING COOLANT. S/T/ S41
2/19/2018 5:23:00 AM,2393808,6021,44,35,0505,OPERATOR CALLED DISPATCH AT 5:20AM FROM THE PLATTE DRIVER`S ROOM AND STATED THAT THE BUS WAS A NO START. OPERATOR STATED THAT HE CALLED RUNNING REPAIR AND THE MECHANIC RECOMMENDED
2/19/2018 5:47:00 AM,2393792,6152,100,74,0022,WARNING LIGHT; SERVICE TRUCK; -74 MIN
2/19/2018 4:59:00 AM,2393784,1996,BOLT,16,0040,1996 D WIPER NOT WORKING. RNSP LATE.
2/19/2018 4:45:00 AM,2393777,6073,15,10,0022,STOP ENG.; ADV.
2/18/2018 3:31:00 PM,2393712,6253,105,68,0022,CHECK ENGINEý STOP ENGINEýEXHAUST FLUID LIGHT AND MIL LIGHT.OPERATOR WILL CONTINUE TO CENTRAL PARK WHERE THE TRUCK WILL MEET.OPERATOR RESP TO SOUTHMOORE NB 5:24 PM
2/18/2018 1:31:00 PM,2393591,1519,AA,37,0022,STOP ENG LIGHT. ST.SHUTTLE BUS BOARDED PAX. RNSP LATE.
2/18/2018 11:35:00 AM,2393575,6341,16,44,0210,INTERLOCK NOT RELEASING SOMETIMES. RESP 1239P LATE.
2/18/2018 12:10:00 PM,2393558,6126,31,13,0405,LEAKING COOLANT. S/T. TD.
2/18/2018 10:11:00 AM,2393536,1401,43,6,0525,REAR STREET SIDE HAZARD LIGHT OUT. PLRR. FOLLOWER CAUGHT UP; DROP OFF ONLY.
2/18/2018 9:07:00 AM,2393519,6303,83,8,0022,DEF AND MIL LIGHT. T287 RESPONDING TO BUS AT NINE MILE STN AT 10:16AM. T287 CLEARED BUS TO CONTINUE ON ROUTE. SEE DVIR
2/18/2018 6:34:00 AM,2393507,6113,130,20,0030,NOT OPENING. OPER IS GOING BACK IN TO EM. ADV EMRR. RESP 701AM LATE.
2/17/2018 12:46:00 PM,2393289,5011,12,102,0505,NO START; SERVICE TRUCK; -102 MIN
2/17/2018 1:01:00 PM,2393285,5016,225,27,0004,SMELLS LIKE BURNT RUBBER; TRADE; -27 MIN
2/17/2018 9:05:00 AM,2393265,2299,0,45,0135, UNABLE TO TURN STEERING WHEEL/ DEADHEAD TO DUS FOR RELIEF/ RESPACED ENGL STN 1022AM/
2/17/2018 1:45:00 AM,2393061,LRV268,101,5,3101,BCU FAULT C TRUCK. CUT OUT C TRUCK.SWAPPED AT I-25   CAB A
2/16/2018 6:06:00 PM,2392999,6154,51,90,0022,STOP ENGINE LIGHT; BUS DIED; -90 MIN
2/16/2018 3:39:00 PM,2392993,3644,FF,10,1005,LIFT WOULD NOT STOW / MECHANIC ABLE TO GET STOWED/ RAN LATE
2/16/2018 3:40:00 PM,2392942,1531,P,9,1005,IN GARAGE WITH RR /LIFT STUCK // WILL CALL WHEN ON ROUTE //LEAVING EM LATE BUT SHOULD BE ABLE TO MAKE IT THERE ON TIME
2/16/2018 2:22:00 PM,2392924,5073,10,37,0505,NO START; -37 MIN
2/16/2018 1:27:00 PM,2392914,6123,0,98,0022,"MIL" LIGHTý STOP ENGINE AND EXHAUST OVERHEAT; NO LOOPSý TRUCK HAS 2 JOBS; LX TO TRADE BUS; RESPACE TO DUS FOR RELIEF.
2/16/2018 1:48:00 PM,2392905,6319,16L,3,1020,NO ADA. WOULD NOT DEPLOY.
